summary_nr,rel_insp_nr,age,sex,nature_of_inj,part_of_body,src_of_injury,event_type,evn_factor,hum_factor,occ_code,degree_of_inj,task_assigned,hazsub,const_op,const_op_cause,fat_cause,fall_distance,fall_ht,injury_line_nr,load_dt
220207559,334987997,0,,12,13,42,5,13,20,475,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220207757,334948403,0,,10,21,42,13,13,14,614,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220208557,334962784,0,,21,31,26,14,18,14,873,3,1,,,,,,,1,2017-02-24 01:00:54.721979
220208557,334962784,0,,7,9,26,14,18,14,873,3,1,,,,,,,2,2017-02-24 01:00:54.721979
220208557,334962784,0,,21,4,43,14,18,14,873,3,1,,,,,,,3,2017-02-24 01:00:54.721979
220208953,335025789,0,,21,16,26,6,1,14,783,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220210553,334778388,0,,21,25,34,12,18,14,804,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220210751,334931193,0,,21,5,27,2,8,18,517,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220210959,334706389,0,,10,4,43,13,8,1,889,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220210967,334077427,0,,10,29,41,13,18,14,585,3,2,,25,29,12,,,1,2017-02-24 01:00:54.721979
220211155,334254349,0,,7,20,14,,15,1,889,3,1,,,,,,,1,2017-02-24 01:00:54.721979
220211353,334815404,0,,3,21,29,1,18,14,,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220211759,335065389,0,,7,16,21,14,18,14,889,2,1,,70,70,25,,,1,2017-02-24 01:00:54.721979
220212559,335002788,0,,10,23,15,14,18,20,575,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220213557,334551942,0,,6,13,43,1,6,1,804,2,2,,,,,,,1,2017-02-24 01:00:54.721979
220214357,334450541,0,,21,10,43,2,1,1,783,2,2,,,,,,,1,2017-02-24 01:00:54.721979
220214555,335049789,0,,12,19,27,1,6,14,804,1,2,,37,37,4,,,1,2017-02-24 01:00:54.721979
220214555,335581211,0,,12,19,27,1,6,14,804,1,2,,37,37,4,,,1,2017-02-24 01:00:54.721979
220214555,335046785,0,,12,19,27,1,6,14,804,1,2,,37,37,4,,,1,2017-02-24 01:00:54.721979
220214753,335163192,0,,7,5,30,6,18,1,,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220215156,332810761,0,,1,17,26,2,1,13,843,2,1,,,,,,,1,2017-02-24 01:00:54.721979
220219158,335217386,0,,3,16,30,1,8,8,779,1,1,,11,52,,,,1,2017-02-24 01:00:54.721979
220219950,334033834,0,,12,24,5,5,13,1,567,2,1,,,,,,,1,2017-02-24 01:00:54.721979
220220156,335082194,0,,12,19,8,2,6,18,544,1,1,,71,71,3,,,1,2017-02-24 01:00:54.721979
220220156,335082194,0,,12,19,8,2,6,18,544,1,1,,71,71,3,,,2,2017-02-24 01:00:54.721979
220220354,335241782,0,,6,13,5,5,17,1,588,2,1,,40,,21,,,1,2017-02-24 01:00:54.721979
220220354,335241782,0,,6,13,43,5,17,10,588,1,2,,40,,21,,,2,2017-02-24 01:00:54.721979
220220552,335190781,0,,6,13,25,5,13,14,453,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220220958,335095782,0,,21,31,43,14,11,14,416,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220221352,335257416,0,,21,13,43,6,18,1,869,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220221550,335270187,0,,2,5,27,2,8,1,805,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220221956,335272787,0,,12,20,27,5,8,14,805,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220222350,334409133,0,,21,16,43,14,8,14,599,2,2,,,,,,,1,2017-02-24 01:00:54.721979
220222954,335277380,0,,7,13,41,1,15,9,889,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220223150,335276986,0,,5,13,41,1,7,1,303,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220223150,335276986,0,,5,13,41,1,7,1,303,1,1,,,,,,,2,2017-02-24 01:00:54.721979
220223358,335135588,0,,3,3,27,1,8,14,754,3,1,,,,,,,1,2017-02-24 01:00:54.721979
220224158,335297396,0,,6,13,42,5,18,1,614,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220225957,335044798,0,,21,19,43,5,13,1,599,1,1,,43,,15,,,1,2017-02-24 01:00:54.721979
220226153,335278404,0,,6,13,42,5,13,5,567,1,1,,14,,20,,,1,2017-02-24 01:00:54.721979
220226559,335328787,0,,1,10,27,2,6,14,505,2,1,,,,,,,1,2017-02-24 01:00:54.721979
220226955,335344792,0,,21,19,29,14,13,1,889,1,1,,51,34,,,,1,2017-02-24 01:00:54.721979
220227151,335292884,0,,7,13,29,1,18,14,,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220227953,335232781,0,,2,28,43,14,18,14,889,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220228357,335370789,0,,6,13,34,6,18,14,486,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220228555,335296208,0,,1,13,29,1,18,14,599,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220228753,335287983,0,,21,16,43,2,8,1,717,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220229355,334494531,0,,6,13,42,5,13,14,869,1,2,,43,43,15,,,1,2017-02-24 01:00:54.721979
220229959,334907581,0,,21,4,43,14,11,14,783,1,1,,18,41,23,,,1,2017-02-24 01:00:54.721979
220230353,335420212,0,,15,4,23,14,11,1,869,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220231559,335206785,0,,21,13,25,5,18,6,889,1,1,,31,31,14,,,1,2017-02-24 01:00:54.721979
220231757,335450789,0,,21,13,5,5,18,14,754,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220231955,335451985,0,,21,20,5,5,18,9,573,1,1,,70,70,16,,,1,2017-02-24 01:00:54.721979
220232359,335425385,0,,10,29,15,14,13,1,889,1,1,,26,,9,,,1,2017-02-24 01:00:54.721979
220232755,335298584,0,,21,4,43,5,18,14,889,1,1,,9,,18,,,1,2017-02-24 01:00:54.721979
220232953,334411782,0,,1,10,26,2,1,1,779,2,1,,,,,,,1,2017-02-24 01:00:54.721979
220233159,335461000,0,,6,13,5,5,18,7,889,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220233357,335466827,0,,10,4,15,13,18,1,783,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220233555,335425195,0,,7,13,42,5,13,14,549,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220233753,335309589,0,,21,31,43,12,18,14,,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220234157,335404794,0,,5,2,16,1,7,20,614,3,2,,,,,,,1,2017-02-24 01:00:54.721979
220234157,335404794,0,,5,9,16,14,7,14,614,2,2,,,,,,,2,2017-02-24 01:00:54.721979
220234157,335404794,0,,5,16,16,14,7,14,614,2,2,,,,,,,3,2017-02-24 01:00:54.721979
220234157,335404794,0,,5,13,16,14,7,14,614,1,2,,,,,,,4,2017-02-24 01:00:54.721979
220234751,334943784,0,,9,21,24,1,6,14,235,3,1,,,,,,,1,2017-02-24 01:00:54.721979
220234751,334943784,0,,21,19,24,14,6,14,849,1,1,,,,,,,2,2017-02-24 01:00:54.721979
220234959,335499802,0,,7,20,43,1,8,14,889,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220235154,335500583,0,,15,4,23,14,11,14,889,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220235352,335508594,0,,10,12,15,13,8,1,223,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220235758,335513586,0,,6,23,28,2,8,1,889,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220235956,335404802,0,,5,22,15,14,15,20,599,2,1,,50,,22,,,1,2017-02-24 01:00:54.721979
220236152,335518387,0,,7,19,29,1,18,14,869,1,1,,51,11,7,,,1,2017-02-24 01:00:54.721979
220236152,335521589,0,,7,19,29,1,18,14,869,1,1,,51,11,7,,,1,2017-02-24 01:00:54.721979
220236350,335524419,0,,21,13,25,5,18,20,804,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220236558,335524385,0,,21,4,28,1,8,6,889,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220236756,335163580,0,,21,5,30,1,18,1,889,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220236954,335293981,0,,21,19,30,5,18,10,869,1,2,,70,,21,,,1,2017-02-24 01:00:54.721979
220237358,335534186,0,,21,13,30,2,8,11,657,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220237754,335545208,0,,21,13,33,14,18,14,889,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220237754,335545208,0,,21,19,33,14,18,14,633,1,2,,,,,,,2,2017-02-24 01:00:54.721979
220237762,335546586,0,,6,13,43,5,18,14,889,1,1,,43,,,,,1,2017-02-24 01:00:54.721979
220238158,335558805,0,,7,13,5,5,13,7,,1,1,8330,,,,,,1,2017-02-24 01:00:54.721979
220238554,335561981,0,,10,4,15,13,18,18,599,1,2,,5,5,9,,,1,2017-02-24 01:00:54.721979
220238950,331921247,0,,3,19,27,2,8,14,889,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220239354,335544383,0,,5,2,19,14,18,18,436,2,2,,,,,,,1,2017-02-24 01:00:54.721979
220239354,335544383,0,,5,20,19,14,10,18,19,2,2,,,,,,,2,2017-02-24 01:00:54.721979
220239552,335572582,0,,21,9,40,14,8,14,889,2,1,,,,,,,1,2017-02-24 01:00:54.721979
220239750,334466372,0,,7,20,20,1,5,14,637,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220239958,335499844,0,,10,5,15,13,18,1,889,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220240154,335485983,0,,3,5,28,2,8,1,779,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220240758,335480190,0,,10,4,15,13,13,1,599,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220240956,335600193,0,,6,20,42,5,13,9,614,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220241152,334272317,0,,5,16,19,14,7,14,783,2,1,,,,,,,1,2017-02-24 01:00:54.721979
220241350,335305595,0,,6,23,43,5,6,5,534,2,1,,24,,17,,,1,2017-02-24 01:00:54.721979
220241558,332837673,0,,7,10,21,14,18,6,889,2,2,,,,,,,1,2017-02-24 01:00:54.721979
220241954,335612982,0,,21,12,26,14,1,13,889,2,2,,,,,,,1,2017-02-24 01:00:54.721979
220241954,335612982,0,,1,10,26,14,1,13,503,2,2,,,,,,,2,2017-02-24 01:00:54.721979
220242150,335644381,0,,7,22,21,6,5,10,783,3,1,,,,,,,1,2017-02-24 01:00:54.721979
220242358,335646386,0,,3,20,31,14,13,14,867,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220242762,335405809,0,,9,24,43,5,,14,599,2,1,,14,,16,,,1,2017-02-24 01:00:54.721979
220242952,335667986,0,,3,5,42,5,13,1,844,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220243158,335019584,0,,2,31,41,14,18,14,426,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220243950,335462792,0,,12,3,27,2,1,17,575,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220244156,335687208,0,,3,1,26,2,1,13,519,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220244354,335225785,0,,21,19,4,2,18,10,845,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220244958,335593992,0,,21,13,43,5,13,20,889,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220245153,335341194,0,,7,23,43,1,6,14,,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220245559,335701199,0,,2,5,30,2,6,14,507,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220245559,335810222,0,,2,5,30,2,6,14,507,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220245757,335637385,0,,21,4,12,5,13,20,567,1,1,,43,,15,,,1,2017-02-24 01:00:54.721979
220247159,335652186,0,,2,5,27,2,8,10,307,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220247357,331113191,0,,7,13,43,1,15,18,688,2,2,,,,,,,1,2017-02-24 01:00:54.721979
220248157,335703989,0,,7,20,28,1,8,18,653,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220248751,335447264,0,,9,24,26,2,18,6,637,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220248959,334629797,0,,21,23,27,1,8,9,,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220249155,335739793,0,,6,4,43,1,8,1,243,1,1,,48,52,30,,,1,2017-02-24 01:00:54.721979
220249353,335716205,0,,7,16,39,5,18,14,889,2,2,,,,,,,1,2017-02-24 01:00:54.721979
220249759,335750980,0,,12,13,42,4,13,14,303,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220250757,335112587,0,,21,31,43,12,18,14,805,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220251151,335805594,0,,10,5,15,13,18,14,576,1,1,,29,29,9,,,1,2017-02-24 01:00:54.721979
220251557,334216454,0,,21,18,43,6,6,11,867,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220252159,335805180,0,,21,4,19,1,7,13,689,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220252357,335821989,0,,21,19,29,1,18,4,,1,2,,25,,7,,,1,2017-02-24 01:00:54.721979
220252555,333872422,0,,21,13,43,14,18,14,453,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220252753,335674198,0,,5,19,16,14,7,11,869,1,1,2037,30,,,,,1,2017-02-24 01:00:54.721979
220252753,335674198,0,,5,19,16,14,10,11,869,2,1,2037,30,,,,,2,2017-02-24 01:00:54.721979
220252753,335674198,0,,5,19,16,14,10,11,,2,1,2037,30,,,,,3,2017-02-24 01:00:54.721979
220253157,333300465,0,,12,4,27,6,6,14,869,1,2,,18,19,,,,1,2017-02-24 01:00:54.721979
220253751,334562741,0,,21,13,43,1,18,5,614,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220253959,334165628,0,,1,10,26,2,3,14,779,2,1,,,,,,,1,2017-02-24 01:00:54.721979
220254155,335856589,0,,3,3,29,1,7,4,614,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220254155,335887899,0,,3,3,29,1,7,4,614,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220254155,335890232,0,,3,3,29,1,7,4,614,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220254155,335890984,0,,3,3,29,1,7,4,614,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220254353,335859997,0,,7,5,26,1,5,14,567,2,1,,7,7,25,,,1,2017-02-24 01:00:54.721979
220254551,335568184,0,,10,19,15,13,18,14,576,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220254759,335863189,0,,21,16,43,1,8,11,539,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220254957,335430997,0,,12,4,38,2,1,1,889,2,1,,,,,,,1,2017-02-24 01:00:54.721979
220255152,335865028,0,,6,19,43,5,18,1,,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220255350,335865994,0,,5,20,16,14,7,20,614,2,1,,,,,,,1,2017-02-24 01:00:54.721979
220255350,335865994,0,,5,20,16,14,7,20,614,2,1,,,,,,,2,2017-02-24 01:00:54.721979
220255350,335865994,0,,5,9,16,14,7,20,614,3,1,,,,,,,3,2017-02-24 01:00:54.721979
220255558,335867008,0,,21,31,43,14,11,14,869,1,1,,1,11,,,,1,2017-02-24 01:00:54.721979
220256150,335836383,0,,6,13,39,1,6,1,495,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220256358,335874095,0,,5,19,16,14,7,1,889,1,2,,5,,,,,1,2017-02-24 01:00:54.721979
220256358,335874095,0,,5,19,14,14,7,1,889,1,2,,5,,,,,2,2017-02-24 01:00:54.721979
220256556,335860581,0,,10,12,15,13,18,20,577,1,1,,70,70,9,,,1,2017-02-24 01:00:54.721979
220256754,335879011,0,,3,2,28,1,5,6,,2,2,,,,,,,1,2017-02-24 01:00:54.721979
220256952,335881199,0,,6,13,43,14,18,14,804,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220257158,335887907,0,,12,20,42,5,18,14,235,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220257356,335888046,0,,12,13,29,1,8,15,804,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220257554,335825386,0,,21,31,43,12,18,14,598,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220257752,335889648,0,,21,4,29,1,18,14,875,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220258354,335894382,0,,6,13,8,1,6,10,633,1,2,,8,,3,,,1,2017-02-24 01:00:54.721979
220258750,335914388,0,,21,31,13,12,18,1,867,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220258966,334928595,0,,21,13,30,2,18,18,,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220259154,335920237,0,,21,1,30,1,18,14,505,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220259352,335880803,0,,21,31,43,5,18,14,889,1,2,,,,18,,,1,2017-02-24 01:00:54.721979
220259758,335703609,0,,10,4,15,13,13,1,594,1,1,,34,,10,,,1,2017-02-24 01:00:54.721979
220260152,335932802,0,,21,13,24,1,18,14,,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220260350,335872222,0,,21,13,25,5,6,9,,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220260558,335939583,0,,6,13,39,1,6,1,495,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220260756,335923785,0,,7,20,27,1,8,1,869,1,1,,37,,4,,,1,2017-02-24 01:00:54.721979
220261150,335920583,0,,7,17,43,14,18,14,779,1,1,8420,,,,,,1,2017-02-24 01:00:54.721979
220261358,335944781,0,,21,1,30,1,18,5,,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220261556,335951786,0,,7,13,28,1,6,14,779,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220261754,334051042,0,,3,5,27,2,8,11,614,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220262554,335979787,0,,3,5,43,2,8,1,567,1,2,,24,,,,,1,2017-02-24 01:00:54.721979
220262752,335986790,0,,3,5,43,6,8,1,567,1,1,,68,70,6,,,1,2017-02-24 01:00:54.721979
220262950,335987608,0,,10,5,15,13,13,1,593,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220263156,335381588,0,,15,19,23,14,17,14,355,1,1,8330,,,,,,1,2017-02-24 01:00:54.721979
220263354,335988598,0,,6,13,25,5,18,10,,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220263958,335990388,0,,3,11,30,1,18,10,519,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220264154,335991394,0,,21,13,43,5,18,14,889,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220264352,335889663,0,,10,19,5,13,8,1,,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220264352,336049994,0,,10,19,5,13,8,1,,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220264352,336054788,0,,10,19,5,13,8,1,,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220264550,336003785,0,,21,5,43,1,6,14,567,1,2,,14,14,28,,,1,2017-02-24 01:00:54.721979
220264758,335749982,0,,10,4,32,14,17,14,,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220265151,335993184,0,,6,13,26,1,8,11,516,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220265557,334986395,0,,6,13,30,1,13,10,889,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220265755,335540381,0,,21,4,15,13,18,1,575,1,1,,,,9,,,1,2017-02-24 01:00:54.721979
220265953,335352381,0,,21,4,43,5,18,1,595,1,1,,43,,15,,,1,2017-02-24 01:00:54.721979
220266159,336031018,0,,21,19,43,1,6,1,614,1,2,,5,5,26,,,1,2017-02-24 01:00:54.721979
220266753,335740015,0,,15,4,23,14,17,14,599,1,1,,14,,23,,,1,2017-02-24 01:00:54.721979
220267553,334731189,0,,5,16,15,14,8,14,577,2,1,,,,,,,1,2017-02-24 01:00:54.721979
220267553,334731189,0,,5,20,15,14,8,20,576,2,1,,,,,,,2,2017-02-24 01:00:54.721979
220267553,334731189,0,,5,23,23,14,8,20,577,2,1,,,,,,,3,2017-02-24 01:00:54.721979
220267959,336050984,0,,21,31,8,5,18,1,869,1,1,,51,,20,,,1,2017-02-24 01:00:54.721979
220268155,336060983,0,,21,20,27,1,6,9,783,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220268767,334954989,0,,21,19,27,1,6,10,849,1,1,,20,66,,,,1,2017-02-24 01:00:54.721979
220268957,336075387,0,,21,16,29,1,13,18,455,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220269153,336075783,0,,10,12,15,13,18,20,519,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220269351,336016183,0,,17,29,9,8,10,14,579,1,2,1080,31,45,1,,,1,2017-02-24 01:00:54.721979
220269351,336016183,0,,17,29,9,8,10,14,579,1,2,1385,31,45,1,,,2,2017-02-24 01:00:54.721979
220269351,336016183,0,,17,29,9,8,10,14,579,1,2,2590,31,45,1,,,3,2017-02-24 01:00:54.721979
220269351,336292982,0,,17,29,9,8,10,14,579,1,2,0430,31,45,1,,,1,2017-02-24 01:00:54.721979
220269351,336016183,0,,17,29,9,8,10,14,579,1,2,0430,31,45,1,,,1,2017-02-24 01:00:54.721979
220269351,336292982,0,,17,29,9,8,10,14,579,1,2,1080,31,45,1,,,1,2017-02-24 01:00:54.721979
220269351,336292982,0,,17,29,9,8,10,14,579,1,2,2590,31,45,1,,,2,2017-02-24 01:00:54.721979
220269351,336292982,0,,17,29,9,8,10,14,579,1,2,1385,31,45,1,,,3,2017-02-24 01:00:54.721979
220269559,334795234,0,,21,4,43,14,18,14,889,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220269757,334137056,0,,2,31,9,8,7,9,708,2,2,,,,,,,1,2017-02-24 01:00:54.721979
220269757,334192440,0,,2,31,9,8,7,9,708,2,2,,,,,,,1,2017-02-24 01:00:54.721979
220269757,334164027,0,,2,31,9,8,7,9,708,2,2,,,,,,,1,2017-02-24 01:00:54.721979
220269757,336070990,0,,2,31,9,8,7,9,708,2,2,,,,,,,1,2017-02-24 01:00:54.721979
220270169,335726782,0,,21,31,43,14,18,14,37,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220270755,334203882,0,,3,13,8,5,13,1,,1,1,,70,70,15,,,1,2017-02-24 01:00:54.721979
220271555,336104781,0,,4,31,9,14,9,1,48,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220271951,336099403,0,,21,19,43,1,6,14,804,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220272751,336109988,0,,21,19,29,6,13,18,455,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220274559,335843587,0,,21,4,26,2,6,14,889,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220276356,334407137,0,,12,4,29,6,18,1,779,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220276554,336161401,0,,21,13,41,14,18,20,448,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220277354,334471356,0,,1,10,26,2,3,18,779,3,1,,,,,,,1,2017-02-24 01:00:54.721979
220277958,336186580,0,,2,28,43,14,18,14,889,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220278956,335322384,0,,21,20,42,5,13,14,614,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220279756,336237581,0,,12,13,42,4,18,14,575,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220280556,336245980,0,,6,13,43,4,18,14,785,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220281158,335222188,0,,12,5,28,1,6,1,136,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220282750,335217592,0,,10,4,15,13,18,12,575,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220283550,335346383,0,,21,13,26,6,6,1,549,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220283758,336191192,0,,6,19,5,5,8,14,563,1,1,,12,,15,,,1,2017-02-24 01:00:54.721979
220283956,335058996,0,,21,5,43,12,18,14,869,1,1,,67,68,,,,1,2017-02-24 01:00:54.721979
220284558,335550786,0,,10,5,15,13,13,13,889,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220284954,333325884,0,,,,,,,,,,2,,,,,,,1,2017-02-24 01:00:54.721979
220285159,335584389,0,,21,19,29,1,14,14,889,1,2,,53,,7,,,1,2017-02-24 01:00:54.721979
220285555,334211836,0,,7,12,26,14,2,9,805,2,1,,34,,,,,1,2017-02-24 01:00:54.721979
220285951,335137980,0,,10,22,15,13,11,11,575,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220288153,335213989,0,,10,12,15,13,18,6,889,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220288955,336435797,0,,7,19,8,5,13,14,588,1,2,,40,28,20,,,1,2017-02-24 01:00:54.721979
220288955,335449229,0,,7,19,8,5,13,14,588,1,2,,40,28,20,,,1,2017-02-24 01:00:54.721979
220289557,335828596,0,,5,4,16,14,7,14,375,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220289755,334458932,0,,10,4,15,14,13,18,,1,2,,16,,10,,,1,2017-02-24 01:00:54.721979
220291355,334346517,0,,9,20,5,5,6,14,,2,1,,53,,,,,1,2017-02-24 01:00:54.721979
220291959,335209581,0,,12,3,30,5,18,1,779,2,1,,5,5,17,,,1,2017-02-24 01:00:54.721979
220292155,336095583,0,,12,19,25,5,13,14,869,2,2,,14,2,14,,,1,2017-02-24 01:00:54.721979
220293559,334619343,0,,12,18,42,5,18,14,567,2,1,,14,,,,,1,2017-02-24 01:00:54.721979
220293757,335499588,0,,,,,,,,,,2,,,,,,,1,2017-02-24 01:00:54.721979
220295356,333300259,0,,21,5,43,14,18,14,,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220295752,335316790,0,,2,28,43,14,18,14,,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220296156,336543186,0,,1,16,30,6,3,10,869,1,1,,70,70,7,,,1,2017-02-24 01:00:54.721979
220297758,335399382,0,,5,16,41,14,8,14,643,2,1,,,,,,,1,2017-02-24 01:00:54.721979
220298350,335937785,0,,18,31,26,2,2,13,544,2,2,,,,,,,1,2017-02-24 01:00:54.721979
220298350,335937785,0,,21,31,26,2,2,13,637,2,2,,,,,,,2,2017-02-24 01:00:54.721979
220298756,334440740,0,,21,13,8,5,18,1,869,1,1,,5,5,20,,,1,2017-02-24 01:00:54.721979
220301758,334932183,0,,1,10,38,2,1,1,,2,2,,70,,,,,1,2017-02-24 01:00:54.721979
220303358,334036225,0,,10,12,15,14,18,13,785,3,1,,,,,,,1,2017-02-24 01:00:54.721979
220305155,335821781,0,,9,16,26,1,1,9,,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220308357,335124780,0,,21,31,26,2,18,1,,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220309355,336722384,0,,6,13,8,5,18,1,,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220310361,335509006,0,,7,13,9,1,5,6,783,1,1,,,,25,,,1,2017-02-24 01:00:54.721979
220310551,336742598,0,,10,4,15,13,18,1,889,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220310957,334798824,0,,9,21,5,5,18,8,136,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220311351,336085790,0,,17,4,9,8,7,9,65,1,1,C730,,,,,,1,2017-02-24 01:00:54.721979
220313753,336842380,0,,5,5,16,14,10,18,475,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220313951,333968832,0,,6,13,42,5,18,1,595,2,2,,43,14,,,,1,2017-02-24 01:00:54.721979
220313951,333968022,0,,6,13,42,5,18,1,595,2,2,,43,14,,,,1,2017-02-24 01:00:54.721979
