summary_nr,report_id,event_date,event_time,event_desc,event_keyword,const_end_use,build_stories,nonbuild_ht,project_cost,project_type,sic_list,fatality,state_flag,abstract_text,load_dt
220775225,1055310,2015-06-07 05:06:00,,EMPLOYEE STRIKES HEAD AND IS KILLED DURING FALL OFF LADDER,"STRUCK AGAINST,HEAD,LADDER,FALL",,,,,,,X,,,2017-02-24 01:00:54.645861
220182158,0111400,2012-05-25 03:05:00,,EMPLOYEE CRUSHED BETWEEN TRUCK AND FENCE DURING FUEL DELIVER,"STRUCK BY,FUEL TRUCK,ROLL-OVER,MOTOR VEHICLE,CRUSHED,BOAT",,,,,,,X,,,2017-02-24 01:00:54.645861
220315550,0336000,2012-05-15 12:05:00,,HOSPITAL WORKER IS PINNED AGAINST WALL BY RUNAWAY TRUCK AND ,"PINNED,STRUCK BY,TORSO,WALL,MOTOR VEHICLE,LEG,BRAKE,TRUCK,SLOPE,TREE TRIMMING",,,,,,,X,,,2017-02-24 01:00:54.645861
220247357,0523400,2012-01-17 09:01:00,,EMPLOYEE IS INJURED WHEN STRUCK BY A STEEL PLATE WHILE PERFO,"STRUCK BY,LOCKOUT/TAGOUT,MACHINE GUARDING,FLYING OBJECT,FACE,AIR PRESSURE",,,,,,,,,,2017-02-24 01:00:54.645861
220032619,0830600,2011-07-11 04:07:00,,EMPLOYEE FELL INTO HOLE AND WAS TRAPPED AND KILLED WHEN THE ,"ASPHYXIATED,CAVE-IN,DRILL OPERATOR",O,,12,F,A,,X,,,2017-02-24 01:00:54.645861
220110720,0523400,2012-02-09 12:02:00,,EMPLOYEE FELL FROM LADDER AND SUSTAINED SEVERE FRACTURES AND,"FALL,LADDER",,,,,,,,,,2017-02-24 01:00:54.645861
220020176,0522300,2011-05-25 08:05:00,,WORKER IS ELECTROCUTED WHEN AUGUR CONTACTS ENERGIZED DISTRIB,"DIGGER/DERRICK,ELECTRICAL",O,,,,B,,X,,,2017-02-24 01:00:54.645861
220254155,0830300,2012-08-15 01:08:00,,EMPLOYEE STRUCK AND KILLED BY A TRUCK,"CRUSHING,HIGHWAY,OIL WELL DRILLING/SERVICING,RUN OVER,MOTOR VEHICLE,CRUSHED,STRUCK BY,BLOWOUT--OIL WELL,ACCIDENTAL DISCHARGE",,,,,,,X,,,2017-02-24 01:00:54.645861
220899769,0521400,2016-10-26 09:10:00,,TRUCK DRIVER KILLED FROM FALL,"STRUCK AGAINST,CONTUSION,ELEVATED WORK PLATFORM,FRACTURE,LOST BALANCE,HEAD,FALL,TRUCK DRIVER",,,,,,,X,,,2017-02-24 01:00:54.645861
220347561,0522300,2012-06-19 10:06:00,,EMPLOYEE?S THUMB IS AMPUTATED IN ROUTER MACHINE.,"CAUGHT IN,ROTATING PARTS,THUMB,JAMMED,MACHINE GUARDING,KICK BACK,AMPUTATED",,,,,,,,,,2017-02-24 01:00:54.645861
220372767,0521100,2012-07-27 11:07:00,,EMPLOYEE SUFFERS MULTIPLE FRACTURES AND LACERATIONS FROM IND,"CRUSHING,FRACTURE,MACHINE GUARDING,ARM",,,,,,,,,,2017-02-24 01:00:54.645861
220385561,0521100,2012-07-03 09:07:00,,EMPLOYEE CUTS PALM AND DISLOCATES SEVERAL FINGERS WHILE OPER,"DRILL,HAND,LACERATION,FINGER",,,,,,,,,,2017-02-24 01:00:54.645861
220422190,0830500,2012-02-14 05:02:00,,EMPLOYEE IS KILLED WHEN STRUCK BY METAL COIL,"OVERTURN,STRUCK BY,CRUSHED,METAL WIRE,INDUSTRIAL TRUCK",,,,,,,X,,,2017-02-24 01:00:54.645861
220473086,0213400,2012-05-03 11:05:00,,FOUR EMPLOYEES SUSTAIN INJURIES WHEN CATWALK FALLS.,"SHOULDER,BACK,CATWALK,EQUIPMENT FAILURE,PAPER MACHINE,HAND,FALLING OBJECT,FALL,CONTUSION",,,,,,,,,,2017-02-24 01:00:54.645861
220524060,0728500,2012-05-25 12:05:00,,SAWMILL WORKER IS STRUCK AND KILLED BY A FALLING TREETOP.,"STRUCK BY,SAWMILL,SHOULDER,TREE SECTION,CHEST,LOGGING,LIVER,LUNG,LOGGER,KIDNEY,FALLING OBJECT,BACK,TREE FELLING,TREE,TORSO",,,,,,,X,,,2017-02-24 01:00:54.645861
220594899,0626000,2012-07-28 07:07:00,,EMPLOYEE CRUSHED BETWEEN MOBILE CRANE AND TRAILER TRUCK,"TRAILER TRUCK,CRANE,CRUSHED",,,,,,,X,,,2017-02-24 01:00:54.645861
220697700,0213900,2015-01-02 09:01:00,,EMPLOYEE STRUCK BY EXHAUST VALVE ASSEMBLY FROM SANDBLASTING ,"STRUCK BY,PRESSURE VESSEL,PRESSURE PIPING,AIR PRESSURE",,,,,,,X,,,2017-02-24 01:00:54.645861
220698138,0627510,2015-01-02 11:01:00,,EMPLOYEE WAS FATALLY STRUCK BY A RACK OF LUMBER WHILE REPAIR,"CRUSHING,FALLING OBJECT,STRUCK BY",,,,,,,X,,,2017-02-24 01:00:54.645861
220239354,0112000,2012-08-03 12:08:00,,TWO EMPLOYEES HOSPITALIZED DUE TO BURN INJURIES.,"EXPLOSION,NATURAL GAS,GAS",,,,,,,,,,2017-02-24 01:00:54.645861
220241152,0336000,2012-05-10 10:05:00,,EMPLOYEE BURNED WHILE PERFORMING WELDING WORK,"OXYGEN,RAILROAD TANK CAR,TANK,BURN,FOOT,HEAD,LEG,HAND,FIRE,ARM,WELDING,WELDER",,,,,,,,,,2017-02-24 01:00:54.645861
220179550,0524530,2012-05-22 09:05:00,,EMPLOYEE KILLED AND OTHERS INJURED IN MOTOR VEHICLE ACCIDENT,"PELVIS,LUNG,LEG,MOTOR VEHICLE,HAND,FLATBED TRUCK,VEHICLE,TRUCK,TRAFFIC CONTROL,STRUCK BY",I,,,E,C,,X,,,2017-02-24 01:00:54.645861
220163356,0729700,2012-05-01 09:05:00,,EMPLOYEE FALLS THROUGH FLOOR OPENING IN WORK PLATFORM AND IS,"RIB,FRACTURE,HEAD,FLOOR OPENING,SHOULDER,CHEST,FALL,CONCUSSION",,,,,,,,,,2017-02-24 01:00:54.645861
220198352,0523300,2012-06-14 12:06:00,,EMPLOYEE IS CRUSHED AND KILLED BY FALLING CARVER PUNCH PRESS,,,,,,,,X,,,2017-02-24 01:00:54.645861
220814107,0524500,2015-11-30 08:11:00,,EMPLOYEE IS CRUSHED BY STEEL PLATE WHILE DEMOLISHING AN OBSO,"DEMOLITION,GRAIN BIN,CRUSHED",,,,,D,,X,,,2017-02-24 01:00:54.645861
220231757,0524500,2012-07-26 08:07:00,,EMPLOYEE KILLED BY FALLING 50 FEET THROUGH MAN HOLE.,"FALL,MANHOLE,HEAD,FALL PROTECTION,FRACTURE",,,,,,,X,,,2017-02-24 01:00:54.645861
220784003,1054111,2015-02-17 05:02:00,,EMPLOYEE WAS KILLED WHEN STRUCK BY STRUCTURAL BEAM.,"STRUCK BY,CRANE,FALLING OBJECT,FALL,BEAM",P,,,E,B,,X,,,2017-02-24 01:00:54.645861
220767651,0522000,2015-05-11 04:05:00,,EMPLOYEE IS SHOCKED WHILE SERVICING COMMERCIAL OVEN,"ELECTRIC SHOCK,OVEN",,,,,,,,,,2017-02-24 01:00:54.645861
220775977,0627510,2015-06-23 02:06:00,,EMPLOYEE IS STRUCK AND KILLED BY A GARBAGE TRUCK,"STRUCK BY,GARBAGE TRUCK,FRACTURE,LACERATION",,,,,,,X,,,2017-02-24 01:00:54.645861
220913883,0253680,2016-11-26 06:11:00,,EMPLOYEE COLLAPSES WHILE AT FIRE SCENE AND DIES FROM HEART A,"TRAFFIC CONTROL,FIRE FIGHTER,HEART ATTACK",,,,,,,X,,,2017-02-24 01:00:54.645861
220764724,0111400,2015-05-01 01:05:00,,EMPLOYEE HAS FINGER AMPUTATED BY SHAKER CAM,"FINGER,AMPUTATION,LADDER",,,,,,,,,,2017-02-24 01:00:54.645861
220027106,0830600,2011-06-27 10:06:00,,EMPLOYEE CUTTING TREES IN AERIAL LIFT IS ELECTROCUTED AFTER ,"TREE TRIMMING,ELECTRICAL,AERIAL LIFT",,,,,,,X,,,2017-02-24 01:00:54.645861
220270169,0418100,2012-08-13 08:08:00,,EMPLOYEE SUFFERS HEART ATTACK AT WORKSITE,"HEART ATTACK,HEART",,,,,,,X,,,2017-02-24 01:00:54.645861
220894315,0950633,2016-09-23 10:09:00,,EMPLOYEE FALLS OFF A LADDER AND IS KILLED,"FALL,ROOF,HEAD,LADDER",,,,,,,X,,,2017-02-24 01:00:54.645861
220799811,0214200,2015-10-02 10:10:00,,WORKER IS KILLED IN FALL FROM ROOF,"SKYLIGHT,FALL,HEAD,ROOF,UNGUARDED FL OPENING",C,1,16,,B,,X,,,2017-02-24 01:00:54.645861
220767206,0625700,2015-05-07 01:05:00,,EMPLOYEE HOSPITALIZED WITH FACIAL INJURIES WHEN STRUCK BY CR,"STRUCK BY,CRANE HOOK,FACE",,,,,,,,,,2017-02-24 01:00:54.645861
220916092,0625500,2016-12-19 03:12:00,,EMPLOYEE FALLS FROM SCAFFOLD BOX BEING HOISTED BY A FORKLIFT,"ELEVATED WORK PLATFORM,INDUSTRIAL TRUCK,FALL",C,11,110,,B,,X,,,2017-02-24 01:00:54.645861
220895809,0214500,2016-10-15 08:10:00,,EMPLOYEE IS KILLED IN FALL FROM ROOF,"SLIP,ROOF,HEAD,ASPHALT,FALL",A,2,20,C,A,,X,,,2017-02-24 01:00:54.645861
220766927,0317700,2015-05-04 02:05:00,,EMPLOYEE AMPUTATES FINGERTIP WHILE REMOVING A JAM FROM A MAC,"CAUGHT IN,THUMB,MACHINE GUARDING,AMPUTATION",,,,,,,,,,2017-02-24 01:00:54.645861
220915573,0626600,2016-12-20 05:12:00,,AN EMPLOYEE IS STRUCK AND KILLED BY A PIPE,"PIPE,FALLING OBJECT,STRUCK BY",,,,,,,X,,,2017-02-24 01:00:54.645861
220766638,0950615,2015-05-05 11:05:00,,EMPLOYEE INJURES HIS HEAD AFTER LOSING THEIR BALANCE,"CONCUSSION,FALL,NECK,LOST BALANCE,HEAD",,,,,,,,,,2017-02-24 01:00:54.645861
220843072,0950621,2016-04-06 03:04:00,,EMPLOYEE MOWING LAWN COLLAPSES AND DIES.,"CARDIOVASC SYSTEM,LAWN MOWER,HEART ATTACK",,,,,,,X,,,2017-02-24 01:00:54.645861
220259758,0111100,2012-08-08 12:08:00,,EMPLOYEE WAS ELECTROCUTED WHEN HE CAME IN CONTACT WITH OVERH,"ROAD PAVING,OVERHEAD POWER LINE,ASPHALT,E GI IA,ELECTRIC SHOCK,ELECTROCUTED,CONSTRUCTION",P,,,A,C,,X,,,2017-02-24 01:00:54.645861
220285159,0729700,2012-08-05 06:08:00,,EMPLOYEE IS KILLED IN TRAFFIC ACCIDENT DURING REPAIR WORK TO,"ROAD PAVING,STRUCK BY,TRAFFIC ACCIDENT,RUN OVER,HIGHWAY,HIGH TEMPERATURE",I,,,E,C,,X,,,2017-02-24 01:00:54.645861
220915722,0111100,2016-12-18 10:12:00,,EMPLOYEE DIES FROM HEART ATTACK WHILE LOADING CARDBOARD BALE,"BALER,HEART ATTACK",,,,,,,X,,,2017-02-24 01:00:54.645861
220697536,0524700,2015-01-03 07:01:00,,EMPLOYEE WAS STRUCK AND KILLED BY A VEHICLE WHILE INSPECTING,"STRUCK BY,MOTOR VEHICLE",,,,,,,X,,,2017-02-24 01:00:54.645861
220172159,0521100,2012-02-23 08:02:00,,THREE EMPLOYEES ARE BURNED WHEN LP GAS LEAKING OUT OF A CYLI,"WRIST,BURN,FURNACE,HAND,HEAD,GAS LEAK,FACE",,,,,,,,,,2017-02-24 01:00:54.645861
220157150,0522000,2012-04-18 01:04:00,,EMPLOYEE RECEIVES FIRST AND SECOND DEGREE BURNS DURING RAILR,"RAILROAD CAR,MOLTEN METAL,BURN,EXPLOSION",,,,,,,,,,2017-02-24 01:00:54.645861
220026918,0522300,2011-06-15 12:06:00,,BUCKET DISENGAGED FROM EXCAVATOR STRIKES AND KILLS EMPLOYEE,"CRUSHING,STRUCK BY",G,,,,B,,X,,,2017-02-24 01:00:54.645861
220099725,0521400,2012-02-28 02:02:00,,EMPLOYEE IS CRUSHED WHEN CAUGHT BETWEEN A REFUSE CONTAINER A,"CRUSHED,ENTANGLED,GARBAGE TRUCK",,,,,,,X,,,2017-02-24 01:00:54.645861
220841241,0418200,2016-04-02 01:04:00,,EMPLOYEE IS CRUSHED AND KILLED BETWEEN TWO ROLLERS WHEN MACH,"ROLLER--MACH/PART,CRUSHED,LOCKOUT/TAGOUT,NIP POINT,MAINTENANCE,DECAPITATED,CAUGHT BETWEEN",,,,,,,X,,,2017-02-24 01:00:54.645861
220240758,0626700,2012-07-25 02:07:00,,EMPLOYEE CONTACTS  ELECTRIFIED TOOLBOX AND IS ELECTROCUTED,"ELECTRICAL,OIL RIG,ELECTROCUTED,ELECTRIC CORD",,,,,,,X,,,2017-02-24 01:00:54.645861
220242952,0521700,2012-08-08 10:08:00,,EMPLOYEE KILLED FROM FALL.,"PULMONARY EMBOLISM,STRUCK AGAINST,CONVEYOR,SCAFFOLD,POWERED INDUSTRIAL VEHICLE,FALL,ELEVATED WORK PLATFORM",,,,,,,X,,,2017-02-24 01:00:54.645861
220244958,0627510,2012-05-24 08:05:00,,EMPLOYEE KILLED WHEN WORK PLATFORM COLLAPSES,"PLATFORM,AGRICULTURE,COLLAPSE,FALL",,,,,,,X,,,2017-02-24 01:00:54.645861
220245757,0522500,2012-08-04 05:08:00,,EMPLOYEE FALLS FROM ROOF AND IS KILLED.,"ELEVATED WORK PLATFORM,FLOOR OPENING,RESIDENTIAL CONSTRUCTION,ROOF,FALL",A,2,24,B,A,,X,,,2017-02-24 01:00:54.645861
220247159,0524530,2012-08-07 05:08:00,,EMPLOYEE WAS STRUCK AND FATALLY PINNED BY A LASER GUIDED AUT,"CRUSHING,STRUCK BY,ASPHYXIATED,POWERED INDUSTRIAL VEHICLE,MATERIAL HANDLING",,,,,,,X,,,2017-02-24 01:00:54.645861
220248751,0627100,2012-07-24 10:07:00,,EMPLOYEE'S BODY SHREDDED BY LATHE'S SAW BLADES,"ROTATING PARTS,BLADE,FRACTURE,LACERATION,LATHE,SAW",,,,,,,X,,,2017-02-24 01:00:54.645861
220250757,0213400,2012-06-29 08:06:00,,EMPLOYEE DIES FROM HEART ATTACK WHILE DRIVING,"TRUCK,HEART ATTACK,CARDIOVASC SYSTEM",,,,,,,X,,,2017-02-24 01:00:54.645861
220251151,0627100,2012-08-16 11:08:00,,EMPLOYEE WAS ELECTROCUTED WHILE STRIPPING WIRING FROM DISHWA,"SHOCK,WIRE LINE,ELECTRICAL",A,1,,B,A,,X,,,2017-02-24 01:00:54.645861
220255152,0627700,2012-08-13 12:08:00,,WORKER DIES IN FALL FROM A DRILLING RIG DERRICK.,"TORSO,FALL,OIL RIG,DRILL RIG--NON-OIL,DERRICK",,,,,,,X,,,2017-02-24 01:00:54.645861
220241954,0522000,2012-05-08 01:05:00,,EMPLOYEES INJURED WHILE OPERATING MECHANICAL PRESS,"PRESS,AMPUTATED,CRUSHED,MECHANICAL POWER PRESS,HAND,THUMB",,,,,,,,,,2017-02-24 01:00:54.645861
220702112,0111500,2015-01-22 02:01:00,,THREE EMPLOYEES SUSTAIN MULTIPLE FRACTURES IN FALL FROM ELEV,"PELVIS,INSTALLING,ROOF,FRACTURE,UNSTABLE SURFACE,ELEVATED WORK PLATFORM,FALL,FALL PROTECTION,AERIAL LIFT,UNSTABLE POSITION",C,,21,B,A,,,,,2017-02-24 01:00:54.645861
220148555,0111500,2012-02-13 10:02:00,,EMPLOYEE AMPUTATES FINGERS ON BULK SLITTER MACHINE,"AMPUTATED,NIP POINT,FINGER,CAUGHT BETWEEN",,,,,,,,,,2017-02-24 01:00:54.645861
220201354,0523400,2012-06-11 11:06:00,,EMPLOYEE IS INJURED IN FALL FROM TRUCK WHILE RIDING IN THE B,"STRUCK BY,FALL,AGRICULTURE,AGRICULTURE MACHINERY/VEHICLE,RUN OVER",,,,,,,,,,2017-02-24 01:00:54.645861
220204358,0524530,2012-06-26 03:06:00,,ONE EMPLOYEE DROWNED AND ANOTHER EMPLOYEE IS INJURED WHEN TW,"BOAT,DROWN,FRACTURE,COLLISION",,,,,,,X,,,2017-02-24 01:00:54.645861
220761266,0523900,2015-02-03 12:02:00,,EMPLOYEE AMPUTATES FINGER IN ROLL FORMER MACHINE.,"CAUGHT IN,CRUSHING,FINGER,MACHINE GUARDING,NIP POINT,AMPUTATION",,,,,,,,,,2017-02-24 01:00:54.645861
220765333,0950623,2015-05-04 08:05:00,,EMPLOYEE HAS FOOT CRUSHED BY ALMOND AUGER,"CAUGHT IN,CRUSHING,TOE,CONVEYOR,AMPUTATION,MACHINE GUARDING,FOOT,AUGER",,,,,,,,,,2017-02-24 01:00:54.645861
220892921,0355123,2016-10-06 03:10:00,,EMPLOYEE IS KILLED WHEN DOOR UNDER PRESSURE BLOWS,"STRUCK BY,EXPLOSION",,,,,,,X,,,2017-02-24 01:00:54.645861
220700694,0728500,2015-01-21 09:01:00,,EMPLOYEE IS KILLED IN FALL FROM AERIAL LIFT WORK PLATFORM DU,"STRUCK BY,FALL,WORK PLATFORM,AERIAL LIFT,CRANE",,,,,,,X,,,2017-02-24 01:00:54.645861
220064380,0521400,2012-02-13 11:02:00,,EMPLOYEES CUT WHEN SHELVING UNIT COLLAPSES ON THEM,"FALL,FALL PROTECTION,LACERATION",,,,,,,,,,2017-02-24 01:00:54.645861
220175954,0419400,2012-05-21 01:05:00,,EMPLOYEE IS KILLED WHEN STRUCK BY DEBRIS FROM EQUIPMENT HOUS,"PRESSURE RELEASE,RUPTURE,VALVE,MAINTENANCE,STRUCK BY",,,,,,,X,,,2017-02-24 01:00:54.645861
220199558,0420300,2012-05-06 07:05:00,,EMPLOYEE LOSES FINGER AND THUMB WHEN CLEARING MACHINERY,"THUMB,FINGER,AMPUTATION,BELT CONVEYOR",,,,,,,,,,2017-02-24 01:00:54.645861
220101729,0729300,2012-03-07 11:03:00,,EMPLOYEE IS KILLED IN FALL FROM LADDER,"WALKING SURFACE,LOST BALANCE,NECK,HEAD,BACK,FALL,LADDER,FALL PROTECTION",,,,,,,X,,,2017-02-24 01:00:54.645861
220896369,0627510,2016-10-16 08:10:00,,EMPLOYEE IS FOUND DEAD ON FLOOR OF SCISSOR LIFT,HEART ATTACK,C,1,,,A,,X,,,2017-02-24 01:00:54.645861
220712624,0728500,2015-02-05 03:02:00,,AN EMPLOYEE SUSTAINED A BI-LATERAL HAND AMPUTATIONS WHILE CL,"CLEANING,HAND,MEAT BLENDING MACH,AMPUTATION",,,,,,,,,,2017-02-24 01:00:54.645861
220387369,0521100,2012-07-17 09:07:00,,EMPLOYEE AMPUTATES FINGER TIPS WHILE RELOADING THE CHAIN OF ,"CAUGHT IN,FINGER,POWERED INDUSTRIAL VEHICLE,AMPUTATION",,,,,,,,,,2017-02-24 01:00:54.645861
220911382,0551800,2016-11-22 12:11:00,,EMPLOYEE FALLS FROM ELEVATED WORK SURFACE AND DIES.,"ELEVATED WORK PLATFORM,FALL,FALL PROTECTION",,,,,,,X,,,2017-02-24 01:00:54.645861
220161558,0524700,2012-01-06 09:01:00,,EMPLOYEE AMPUTATES FINGER IN MACHINE,"FINGER,AMPUTATION,MACHINE GUARDING",,,,,,,,,,2017-02-24 01:00:54.645861
220204754,0316100,2012-05-22 11:05:00,,EMPLOYEE FRACTURES SKULL DURING FALL TO BASEMENT THROUGH FLO,"SKULL,RESIDENTIAL CONSTRUCTION,LACERATION,HEAD,FRACTURE,FLOOR OPENING,FALL",A,,,,A,,X,,,2017-02-24 01:00:54.645861
220700371,0111400,2015-01-14 09:01:00,,EMPLOYEE IS CRUSHED BY AN UNSTABLE LOAD ON A BOOM TRUCK,"CRUSHING,STRUCK BY,CONSTRUCTION VEHICLE,FALLING OBJECT",C,3,67,F,B,,X,,,2017-02-24 01:00:54.645861
220700553,0214500,2015-01-21 11:01:00,,EMPLOYEE IS KILLED WHEN STRUCK BY FALLING ELECTRICAL CABINET,"STRUCK BY,CRUSHED,FALLING OBJECT,HEAD,ELECTRICAL CABINET,CHEST",,,,,,,X,,,2017-02-24 01:00:54.645861
220700678,0627510,2015-01-19 10:01:00,,EMPLOYEE IS KILLED AFTER FALLING DUE TO HYDROGEN SULFIDE EXP,"PIPE,ACCIDENTAL DISCHARGE,FALL,FRACTURE,HYDROGEN SULFIDE,INHALATION,GAS,ELECTRICIAN,CHEMICAL,SKULL",,,,,,,X,,,2017-02-24 01:00:54.645861
220700892,0522000,2015-01-19 10:01:00,,WORKER IS KILLED WHEN STRUCK AND CRUSHED BY EXCAVATOR.,"PINNED,CONSTRUCTION,EXCAVATOR,HEAD,CRUSHED,DEMOLITION,BRIDGE,CONSTRUCTION VEHICLE,COLLAPSE",J,,,G,D,,X,,,2017-02-24 01:00:54.645861
220700918,0317000,2015-01-21 09:01:00,,WORKER IS KILLED IN FALL DURING RESIDENTIAL FRAMING OPERATIO,"WALL,HEAD,RESIDENTIAL CONSTRUCTION,FRACTURE,CONSTRUCTION,DECKING,FALL,FALL PROTECTION,CRUSHED,BUILDING",B,4,20,,A,,X,,,2017-02-24 01:00:54.645861
220700959,0215000,2015-01-21 08:01:00,,EMPLOYEE FALLS AND DOWN AN UNPROTECTED ELEVATOR SHAFT AND IS,"UNGUARDED,FALL,ELEVATOR SHAFT,FLOOR OPENING,ELEVATOR,BUILDING,CONSTRUCTION",H,4,50,E,B,,X,,,2017-02-24 01:00:54.645861
220700991,0950632,2015-01-02 11:01:00,,"WORKER TRIPS, FALLS AND BURNS HAND ON CARRYING HOT WATERPROO","SEAL,FALL,HAND,HOT ASPHALT,GLOVE,CONSTRUCTION,TRIPPED,BURN",B,4,,E,A,,,,,2017-02-24 01:00:54.645861
220701007,0626300,2015-01-20 11:01:00,,EMPLOYEE IS KILLED WHEN STRUCK AND RUN OVER BY VEHICLE BACKI,"STRUCK BY,RUN OVER,VEHICLE,BACKING UP,MOTOR VEHICLE",,,,,,,X,,,2017-02-24 01:00:54.645861
220701114,0418100,2015-01-21 02:01:00,,EMPLOYEE IS STRUCK AND KILLED BY FALLING TREE,"STRUCK BY,TREE,TREE FELLING,FALLING OBJECT",,,,,,,X,,,2017-02-24 01:00:54.645861
220701346,0950621,2015-01-22 02:01:00,,THREE WORKERS SUSTAIN MULTIPLE FRACTURES IN BRIDGE COLLAPSE.,"POURING,FRACTURE,FALL PROTECTION,FALLING OBJECT,FALL,CONSTRUCTION,CONCRETE FORM WORK,CONCRETE,COLLAPSE,BRIDGE",I,,30,G,A,,,,,2017-02-24 01:00:54.645861
220701767,0418200,2015-01-05 07:01:00,,EMPLOYEE DIES OF HEART ATTACK AT WORK.,"CARDIAC ARREST,CARDIOVASC SYSTEM,HEART ATTACK",,,,,,,X,,,2017-02-24 01:00:54.645861
220255350,0316400,2012-08-17 04:08:00,,THREE EMPLOYEES INJURED IN A GAS WELL FIRE.,"FIRE,GAS WELL DRILLING,GAS WELL",,,,,,,,,,2017-02-24 01:00:54.645861
220256150,1032500,2012-08-12 12:08:00,,FIREFIGHTER STRUCK AND KILLED BY A FALLING TREE.,"STRUCK BY,FIRE FIGHTER,FIRE,TREE,FALLING OBJECT",,,,,,,X,,,2017-02-24 01:00:54.645861
220257158,0830600,2012-08-16 12:08:00,,WORKER IS KILLED IN FALL FROM ROOF.,"FALL,ROOF,FENCE,HEAD,NECK",,,,,,,X,,,2017-02-24 01:00:54.645861
220257356,0215600,2012-08-20 12:08:00,,EMPLOYEE FALLS INTO PATH OF BUS AND IS KILLED.,"STRUCK BY,TRAILER TRUCK,TRUCK DRIVER,FALL,LOST BALANCE,MOTOR VEHICLE,BUS,TRUCK,TRAILER,TRAFFIC ACCIDENT",,,,,,,X,,,2017-02-24 01:00:54.645861
220747448,0253650,2015-03-07 01:03:00,,EMPLOYEE IS KILLED WHEN TRAPPED IN THE REFUSE HOIST LIFT,"SUSPENDED LOAD,HOIST,CAUGHT IN,CAUGHT BETWEEN",,,,,,,X,,,2017-02-24 01:00:54.645861
220259154,0317000,2012-08-23 01:08:00,,AUTOMOTIVE TECHNICIAN IS CRUSHED AND KILLED WHILE WORKING ON,"CRUSHING,AUTOMOTIVE REPAIR,CRUSHED,FLATBED TRUCK,MOTOR VEHICLE,MAINTENANCE,LOCKOUT/TAGOUT,AIR PRESSURE,BRAKE,TRUCK,STRUCK BY,ABDOMEN",,,,,,,X,,,2017-02-24 01:00:54.645861
220260558,1032500,2012-08-12 12:08:00,,EMPLOYEE IS STRUCK AND KILLED BY FALLING TREE NEAR FIRELINE,"STRUCK BY,TREE,FIRE BRIGADE/DEPARTMENT,HEAD,TORSO",,,,,,,X,,,2017-02-24 01:00:54.645861
220261556,0627700,2012-08-24 02:08:00,,EMPLOYEES ARE STRUCK BY FLYING OBJECTS WHEN CUTTING TABLE EX,"RIB,STRUCK BY,SHOULDER,FLYING OBJECT,FRACTURE,EQUIPMENT OPERATOR,EXPLOSION,SPINE",,,,,,,X,,,2017-02-24 01:00:54.645861
220262554,0214200,2012-08-27 12:08:00,,EMPLOYEE IS OPERATING FORKLIFT WHEN IT TIPPED OVER AND LANDE,"OVERTURN,STRUCK BY,UNSTABLE POSITION,INDUSTRIAL TRUCK,CHEST",C,1,25,B,C,,X,,,2017-02-24 01:00:54.645861
220264154,0418800,2012-08-27 02:08:00,,EMPLOYEE FALLS FROM CONVEYOR AND IS KILLED FROM BLUNT FORCE ,"STRUCK AGAINST,FALL,HEAD,LOST BALANCE,CONVEYOR",,,,,,,X,,,2017-02-24 01:00:54.645861
220264352,0418800,2012-08-26 04:08:00,,EMPLOYEE CONTACTS POWER LINE AND SUSTAINS ELECTRICAL BURNS A,"TREE TRIMMING,STRUCK AGAINST,BURN,POWER LINES,ELECTROCUTED,ELECTRICAL",,,,,,,X,,,2017-02-24 01:00:54.645861
220264758,0418200,2012-08-09 02:08:00,,EMPLOYEE IS STANDING UNDERNEATH A ROOF THAT WAS STRUCK BY LI,"ELECTRICAL,ELECTROCUTED,LIGHTNING,FOOT,FIRE BRIGADE/DEPARTMENT",,,,,,,X,,,2017-02-24 01:00:54.645861
220845291,0728900,2016-04-14 01:04:00,,"ONE EMPLOYEE KILLED, ANOTHER INJURED BY PRECAST CONCRETE PAN","PELVIS,CHEST,CONTUSION,FALLING OBJECT,HEAD,FRONT END LOADER,CRUSHED,CONCRETE PANEL,CAUGHT BY,CRUSHING,STRUCK BY,BACK",,,,,,,X,,,2017-02-24 01:00:54.645861
220239552,0728900,2012-07-24 12:07:00,,EMPLOYEE IS COLLECTING GARBAGE WHEN A CONTAINER RELEASES ITS,"PRESSURE RELEASE,STRUCK BY,COMPRESSED GAS,PRESSURE VESSEL,FACE",,,,,,,,,,2017-02-24 01:00:54.645861
220901102,0728900,2016-10-24 03:10:00,,EMPLOYEE STRUCK AND KILLED BY FALLING BEAM,"STRUCK BY,FALLING OBJECT,CRUSHED",,,,,,,X,,,2017-02-24 01:00:54.645861
220258750,0625700,2012-08-07 03:08:00,,EMPLOYEE GOES INTO CARDIAC ARREST AND CANNOT BE RESUSCITATED,"PULMONARY EDEMA,HEAT EXHAUSTION,LUNG,OIL WELL SERVICING,OIL WELL DRILLING,OIL WELL DRILLING/SERVICING,DRUG OVERDOSE,CARDIAC ARREST,CARDIOVASC SYSTEM",,,,,,,X,,,2017-02-24 01:00:54.645861
220909758,0552652,2016-11-30 05:11:00,,EMPLOYEE STANDING ON STEEL CROSS MEMBER FALLS TO FLOOR AND I,"STEEL BEAM,FALL PROTECTION,FALL",,,,,,,X,,,2017-02-24 01:00:54.645861
